Row,Type,Size,Charge,Mass,m/z,RT
N_Cluster_0299,2D PEAK CLUSTER,2,2,2386.88592193,1192.43568450,3.51086110970
N_Cluster_0300,2D PEAK CLUSTER,2,2,2398.58806357,1198.28675532,4.06824987842
N_Cluster_0301,2D PEAK CLUSTER,2,1,81.9212154631,80.9139389963,1.30531010019
N_Cluster_0302,2D PEAK CLUSTER,2,1,86.0356315164,85.0283550496,1.50545464984
N_Cluster_0303,2D PEAK CLUSTER,2,1,86.0357547854,85.0284783186,1.95400058483
N_Cluster_0304,2D PEAK CLUSTER,2,1,86.0356907298,85.0284142630,2.35353431400
N_Cluster_0305,2D PEAK CLUSTER,2,1,88.0150470105,87.0077705437,1.45437708767
N_Cluster_0306,2D PEAK CLUSTER,2,1,90.0307485310,89.0234720642,1.73853823678
N_Cluster_0307,2D PEAK CLUSTER,2,1,92.0616181288,91.0543416619,4.48192099359
N_Cluster_0308,2D PEAK CLUSTER,2,1,94.0408394577,93.0335629909,5.84651503753
N_Cluster_0309,2D PEAK CLUSTER,2,1,100.015106510,99.0078300434,2.04523543509
N_Cluster_0310,2D PEAK CLUSTER,2,1,102.030628066,101.023351599,1.87220781623
N_Cluster_0311,2D PEAK CLUSTER,2,1,102.939918471,101.932642004,11.5185890612
N_Cluster_0312,2D PEAK CLUSTER,2,1,102.939966779,101.932690313,11.8100700961
N_Cluster_0313,2D PEAK CLUSTER,2,1,104.046430361,103.039153894,2.11212202389
N_Cluster_0314,2D PEAK CLUSTER,2,1,106.025555084,105.018278618,1.33735573222
N_Cluster_0315,2D PEAK CLUSTER,2,1,107.047506979,106.040230512,15.7438974802
N_Cluster_0316,2D PEAK CLUSTER,2,1,112.007204453,110.999927986,1.83079537250
N_Cluster_0317,2D PEAK CLUSTER,2,1,112.015039987,111.007763521,1.49348550860
N_Cluster_0318,2D PEAK CLUSTER,2,1,112.015075571,111.007799105,1.82649003739
N_Cluster_0319,2D PEAK CLUSTER,2,1,112.015053088,111.007776621,3.11589141105
N_Cluster_0320,2D PEAK CLUSTER,2,1,114.030670154,113.023393687,1.24545214237
N_Cluster_0321,2D PEAK CLUSTER,2,1,114.030841137,113.023564671,1.85494046731
N_Cluster_0322,2D PEAK CLUSTER,2,1,114.030978062,113.023701595,2.07110371957
N_Cluster_0323,2D PEAK CLUSTER,2,1,116.009993385,115.002716918,1.43890656739
N_Cluster_0324,2D PEAK CLUSTER,2,1,116.010106988,115.002830522,1.98650140653
N_Cluster_0325,2D PEAK CLUSTER,2,1,116.046494701,115.039218234,2.77398459896
N_Cluster_0326,2D PEAK CLUSTER,2,1,118.025699300,117.018422833,2.04582215474
N_Cluster_0327,2D PEAK CLUSTER,2,1,118.062130202,117.054853735,3.39441189937
N_Cluster_0328,2D PEAK CLUSTER,2,1,118.935180083,117.927903616,10.4354350438
N_Cluster_0329,2D PEAK CLUSTER,2,1,120.029773841,119.022497374,2.04560283538
N_Cluster_0330,2D PEAK CLUSTER,2,1,120.056619253,119.049342786,4.70728901269
N_Cluster_0331,2D PEAK CLUSTER,2,1,120.056379161,119.049102694,3.48182384645
N_Cluster_0332,2D PEAK CLUSTER,2,1,120.056365626,119.049089159,3.82977117606
N_Cluster_0333,2D PEAK CLUSTER,2,1,122.023340923,121.016064456,4.55938953354
N_Cluster_0334,2D PEAK CLUSTER,2,1,122.035899064,121.028622597,4.42003754839
N_Cluster_0335,2D PEAK CLUSTER,2,1,122.035889589,121.028613123,5.13682487014
N_Cluster_0336,2D PEAK CLUSTER,2,1,126.103611687,125.096335220,5.35058826747
N_Cluster_0337,2D PEAK CLUSTER,2,1,126.103603709,125.096327242,7.07208242366
N_Cluster_0338,2D PEAK CLUSTER,2,1,128.082907688,127.075631221,4.96654840128
N_Cluster_0339,2D PEAK CLUSTER,2,1,129.041690063,128.034413596,1.87693153884
N_Cluster_0340,2D PEAK CLUSTER,2,1,130.015530112,129.008253645,2.35379298229
N_Cluster_0341,2D PEAK CLUSTER,2,1,130.025472416,129.018195949,1.29514388960
N_Cluster_0342,2D PEAK CLUSTER,2,1,130.025726429,129.018449962,1.50896463758
N_Cluster_0343,2D PEAK CLUSTER,2,1,130.025692601,129.018416134,1.95372238312
N_Cluster_0344,2D PEAK CLUSTER,2,1,130.025587277,129.018310810,2.35353528593
N_Cluster_0345,2D PEAK CLUSTER,2,1,130.062135544,129.054859078,3.83066607318
N_Cluster_0346,2D PEAK CLUSTER,2,1,130.062128166,129.054851699,4.11979467449
N_Cluster_0347,2D PEAK CLUSTER,2,1,131.057378480,130.050102013,2.10478221641
N_Cluster_0348,2D PEAK CLUSTER,2,1,131.093737677,130.086461211,2.26646577477
N_Cluster_0349,2D PEAK CLUSTER,2,1,131.093645731,130.086369264,2.41662650949
N_Cluster_0350,2D PEAK CLUSTER,2,1,131.093756683,130.086480216,3.89382606741
N_Cluster_0351,2D PEAK CLUSTER,2,1,131.093748527,130.086472060,4.57628582398
N_Cluster_0352,2D PEAK CLUSTER,2,1,132.029532270,131.022255804,2.35490364500
N_Cluster_0353,2D PEAK CLUSTER,2,1,132.077830970,131.070554503,4.46783663954
N_Cluster_0354,2D PEAK CLUSTER,2,1,132.077737003,131.070460536,5.41483912299
N_Cluster_0355,2D PEAK CLUSTER,2,1,132.990483976,131.983207509,1.07556159796
N_Cluster_0356,2D PEAK CLUSTER,2,1,133.036567843,132.029291376,1.21383180759
N_Cluster_0357,2D PEAK CLUSTER,2,1,134.020559396,133.013282929,1.43913798274
N_Cluster_0358,2D PEAK CLUSTER,2,1,134.057046492,133.049770025,1.91377951043
N_Cluster_0359,2D PEAK CLUSTER,2,1,134.057060914,133.049784447,2.20331527025
N_Cluster_0360,2D PEAK CLUSTER,2,1,135.053550006,134.046273539,1.73239736356
N_Cluster_0361,2D PEAK CLUSTER,2,1,136.024651533,135.017375066,1.43882767702
N_Cluster_0362,2D PEAK CLUSTER,2,1,136.036153426,135.028876959,1.28217672623
N_Cluster_0363,2D PEAK CLUSTER,2,1,136.037738604,135.030462137,1.80062739012
N_Cluster_0364,2D PEAK CLUSTER,2,1,136.051530756,135.044254289,4.80490244500
N_Cluster_0365,2D PEAK CLUSTER,2,1,138.030846573,137.023570106,3.86776053365
N_Cluster_0366,2D PEAK CLUSTER,2,1,138.030701371,137.023424905,5.84771862757
N_Cluster_0367,2D PEAK CLUSTER,2,1,139.026191159,138.018914692,5.73360198010
N_Cluster_0368,2D PEAK CLUSTER,2,1,139.062392836,138.055116369,2.96443555271
N_Cluster_0369,2D PEAK CLUSTER,2,1,143.057459688,142.050183222,2.04643879957
N_Cluster_0370,2D PEAK CLUSTER,2,1,143.057478192,142.050201726,2.56935448408
N_Cluster_0371,2D PEAK CLUSTER,2,1,143.072575887,142.065299420,3.51876815235
N_Cluster_0372,2D PEAK CLUSTER,2,1,144.004881646,142.997605179,1.84106230421
N_Cluster_0373,2D PEAK CLUSTER,2,1,144.041286807,143.034010340,3.11578592616
N_Cluster_0374,2D PEAK CLUSTER,2,1,144.077926105,143.070649638,5.58832420076
N_Cluster_0375,2D PEAK CLUSTER,2,1,145.051966936,144.044690470,5.35687188070
N_Cluster_0376,2D PEAK CLUSTER,2,1,145.073140753,144.065864287,2.44513065449
N_Cluster_0377,2D PEAK CLUSTER,2,1,146.020712487,145.013436020,1.51095210498
N_Cluster_0378,2D PEAK CLUSTER,2,1,146.057194010,145.049917543,2.52898765234
N_Cluster_0379,2D PEAK CLUSTER,2,1,146.068247560,145.060971093,1.21618783221
N_Cluster_0380,2D PEAK CLUSTER,2,1,146.093579771,145.086303304,5.59409522753
N_Cluster_0381,2D PEAK CLUSTER,2,1,146.973655023,145.966378557,1.75790166974
N_Cluster_0382,2D PEAK CLUSTER,2,1,147.052333833,146.045057367,1.24435518423
N_Cluster_0383,2D PEAK CLUSTER,2,1,147.052309989,146.045033522,1.40296856156
N_Cluster_0384,2D PEAK CLUSTER,2,1,147.067443822,146.060167355,4.51220828103
N_Cluster_0385,2D PEAK CLUSTER,2,1,148.036398188,147.029121721,1.50165767091
N_Cluster_0386,2D PEAK CLUSTER,2,1,148.036372632,147.029096165,1.77152234506
N_Cluster_0387,2D PEAK CLUSTER,2,1,148.036433928,147.029157461,2.05877595506
N_Cluster_0388,2D PEAK CLUSTER,2,1,148.051636674,147.044360207,2.88754917016
N_Cluster_0389,2D PEAK CLUSTER,2,1,148.051742716,147.044466250,4.83945811361
N_Cluster_0390,2D PEAK CLUSTER,2,1,148.051726804,147.044450337,5.21432886485
N_Cluster_0391,2D PEAK CLUSTER,2,1,148.072856475,147.065580008,2.75570540587
N_Cluster_0392,2D PEAK CLUSTER,2,1,148.945370846,147.938094379,2.03603184417
N_Cluster_0393,2D PEAK CLUSTER,2,1,149.059361898,148.052085431,5.85729935870
N_Cluster_0394,2D PEAK CLUSTER,2,1,150.018285794,149.011009327,4.08604645274
N_Cluster_0395,2D PEAK CLUSTER,2,1,150.018384007,149.011107540,4.56109803970
N_Cluster_0396,2D PEAK CLUSTER,2,1,150.018383246,149.011106779,5.29831506464
N_Cluster_0397,2D PEAK CLUSTER,2,1,150.018241150,149.010964684,5.42340855020
N_Cluster_0398,2D PEAK CLUSTER,2,1,150.021518227,149.014241760,4.55982483663
N_Cluster_0399,2D PEAK CLUSTER,2,1,152.032746262,151.025469795,1.90868161585
N_Cluster_0400,2D PEAK CLUSTER,2,1,154.025774938,153.018498471,4.45267421554
N_Cluster_0401,2D PEAK CLUSTER,2,1,154.098705423,153.091428956,5.81411418051
N_Cluster_0402,2D PEAK CLUSTER,2,1,155.068666444,154.061389977,1.17278362390
N_Cluster_0403,2D PEAK CLUSTER,2,1,155.093949763,154.086673296,4.12864817729
N_Cluster_0404,2D PEAK CLUSTER,2,1,156.005092885,154.997816419,3.00175421487
N_Cluster_0405,2D PEAK CLUSTER,2,1,156.005024841,154.997748374,3.11443498154
N_Cluster_0406,2D PEAK CLUSTER,2,1,156.067935020,155.060658553,6.74690558137
N_Cluster_0407,2D PEAK CLUSTER,2,1,157.073211173,156.065934706,3.02469828664
N_Cluster_0408,2D PEAK CLUSTER,2,1,158.003047702,156.995771235,2.74309164312
N_Cluster_0409,2D PEAK CLUSTER,2,1,158.057102178,157.049825711,4.32434316244
N_Cluster_0410,2D PEAK CLUSTER,2,1,158.083589171,157.076312704,2.54612030033
N_Cluster_0411,2D PEAK CLUSTER,2,1,158.083550518,157.076274051,2.15933002711
N_Cluster_0412,2D PEAK CLUSTER,2,1,158.093611320,157.086334853,6.78807251661
N_Cluster_0413,2D PEAK CLUSTER,2,1,158.093634905,157.086358438,4.97281633484
N_Cluster_0414,2D PEAK CLUSTER,2,1,159.088867688,158.081591222,3.58725021393
N_Cluster_0415,2D PEAK CLUSTER,2,1,159.998843384,158.991566917,2.74173334191
N_Cluster_0416,2D PEAK CLUSTER,2,1,160.072887145,159.065610678,3.99682456556
N_Cluster_0417,2D PEAK CLUSTER,2,1,160.072918464,159.065641997,5.49946543040
N_Cluster_0418,2D PEAK CLUSTER,2,1,160.109292987,159.102016521,5.94460861039
N_Cluster_0419,2D PEAK CLUSTER,2,1,160.109275954,159.101999487,4.79376865412
N_Cluster_0420,2D PEAK CLUSTER,2,1,160.985809831,159.978533364,1.07507323328
N_Cluster_0421,2D PEAK CLUSTER,2,1,161.068228783,160.060952316,2.51459135763
N_Cluster_0422,2D PEAK CLUSTER,2,1,162.052088054,161.044811587,1.24542661137
N_Cluster_0423,2D PEAK CLUSTER,2,1,162.052202036,161.044925569,2.23195063994
N_Cluster_0424,2D PEAK CLUSTER,2,1,164.046637869,163.039361402,4.70816347549
N_Cluster_0425,2D PEAK CLUSTER,2,1,164.046720502,163.039444035,2.53062700664
N_Cluster_0426,2D PEAK CLUSTER,2,1,164.046117556,163.038841089,3.65041062947
N_Cluster_0427,2D PEAK CLUSTER,2,1,164.067809820,163.060533353,1.23902232702
N_Cluster_0428,2D PEAK CLUSTER,2,1,164.067688585,163.060412118,1.72391231748
N_Cluster_0429,2D PEAK CLUSTER,2,1,164.082912927,163.075636460,5.85798221069
N_Cluster_0430,2D PEAK CLUSTER,2,1,165.042013206,164.034736739,5.29948008716
N_Cluster_0431,2D PEAK CLUSTER,2,1,165.041835304,164.034558837,5.42434211912
N_Cluster_0432,2D PEAK CLUSTER,2,1,165.041838872,164.034562406,4.08613504230
N_Cluster_0433,2D PEAK CLUSTER,2,1,165.042003572,164.034727105,4.56096740380
N_Cluster_0434,2D PEAK CLUSTER,2,1,165.078237603,164.070961137,2.88790137578
N_Cluster_0435,2D PEAK CLUSTER,2,1,165.078357306,164.071080839,4.36427721965
N_Cluster_0436,2D PEAK CLUSTER,2,1,165.078390383,164.071113916,4.87683600264
N_Cluster_0437,2D PEAK CLUSTER,2,1,166.025944187,165.018667720,4.11393654388
N_Cluster_0438,2D PEAK CLUSTER,2,1,166.046923793,165.039647326,1.24923280875
N_Cluster_0439,2D PEAK CLUSTER,2,1,166.062407137,165.055130670,4.83819951476
N_Cluster_0440,2D PEAK CLUSTER,2,1,166.134959319,165.127682852,6.85548996385
N_Cluster_0441,2D PEAK CLUSTER,2,1,167.057437064,166.050160597,3.96921372455
N_Cluster_0442,2D PEAK CLUSTER,2,1,167.839917159,166.832640693,1.38275169135
N_Cluster_0443,2D PEAK CLUSTER,2,1,168.027684099,167.020407632,1.39624316901
N_Cluster_0444,2D PEAK CLUSTER,2,1,168.027739440,167.020462973,1.74432478825
N_Cluster_0445,2D PEAK CLUSTER,2,1,170.020779995,169.013503528,3.11486559083
N_Cluster_0446,2D PEAK CLUSTER,2,1,170.093774120,169.086497653,7.07245268649
N_Cluster_0447,2D PEAK CLUSTER,2,1,172.072998425,171.065721959,4.97063788812
N_Cluster_0448,2D PEAK CLUSTER,2,1,172.109450894,171.102174427,5.83317061389
N_Cluster_0449,2D PEAK CLUSTER,2,1,172.109447958,171.102171491,6.21750619341
N_Cluster_0450,2D PEAK CLUSTER,2,1,173.047029417,172.039752950,7.06908642875
N_Cluster_0451,2D PEAK CLUSTER,2,1,173.104562642,172.097286176,4.26406433145
N_Cluster_0452,2D PEAK CLUSTER,2,1,173.104564403,172.097287936,4.40426648007
N_Cluster_0453,2D PEAK CLUSTER,2,1,173.104583892,172.097307426,4.57905809670
N_Cluster_0454,2D PEAK CLUSTER,2,1,174.015704413,173.008427946,1.50703518578
N_Cluster_0455,2D PEAK CLUSTER,2,1,174.015791867,173.008515400,1.96182919965
N_Cluster_0456,2D PEAK CLUSTER,2,1,174.015640471,173.008364004,2.35371847878
N_Cluster_0457,2D PEAK CLUSTER,2,1,174.052004956,173.044728489,1.39275499303
N_Cluster_0458,2D PEAK CLUSTER,2,1,174.088500467,173.081224000,5.41490400116
N_Cluster_0459,2D PEAK CLUSTER,2,1,174.088613507,173.081337040,4.67986892468
N_Cluster_0460,2D PEAK CLUSTER,2,1,174.125033049,173.117756582,5.48909864813
N_Cluster_0461,2D PEAK CLUSTER,2,1,174.125031548,173.117755081,6.18319749280
N_Cluster_0462,2D PEAK CLUSTER,2,1,175.008664322,174.001387855,1.71314715962
N_Cluster_0463,2D PEAK CLUSTER,2,1,175.062859590,174.055583123,4.91072109512
N_Cluster_0464,2D PEAK CLUSTER,2,1,176.019975801,175.012699334,2.35447189414
N_Cluster_0465,2D PEAK CLUSTER,2,1,176.031493017,175.024216550,1.43843578716
N_Cluster_0466,2D PEAK CLUSTER,2,1,176.067918891,175.060642424,3.78526596330
N_Cluster_0467,2D PEAK CLUSTER,2,1,176.067833390,175.060556923,2.60800081214
N_Cluster_0468,2D PEAK CLUSTER,2,1,176.104342211,175.097065744,4.96607374182
N_Cluster_0469,2D PEAK CLUSTER,2,1,179.130562105,178.123285638,6.61764660487
N_Cluster_0470,2D PEAK CLUSTER,2,1,180.062684088,179.055407622,1.24559319856
N_Cluster_0471,2D PEAK CLUSTER,2,1,180.150603987,179.143327521,7.76213017101
N_Cluster_0472,2D PEAK CLUSTER,2,1,181.036897329,180.029620862,2.98372336614
N_Cluster_0473,2D PEAK CLUSTER,2,1,182.057445766,181.050169300,3.45517923136
N_Cluster_0474,2D PEAK CLUSTER,2,1,182.078361117,181.071084650,1.23954082962
N_Cluster_0475,2D PEAK CLUSTER,2,1,182.078358777,181.071082311,1.90061447437
N_Cluster_0476,2D PEAK CLUSTER,2,1,182.078888389,181.071611922,2.24137459739
N_Cluster_0477,2D PEAK CLUSTER,2,1,183.081693117,182.074416650,2.67126659901
N_Cluster_0478,2D PEAK CLUSTER,2,1,184.082458454,183.075181988,1.23957541684
N_Cluster_0479,2D PEAK CLUSTER,2,1,184.145672085,183.138395618,6.85501726767
N_Cluster_0480,2D PEAK CLUSTER,2,1,185.068359294,184.061082827,4.17773703491
N_Cluster_0481,2D PEAK CLUSTER,2,1,185.068373392,184.061096925,3.18645791887
N_Cluster_0482,2D PEAK CLUSTER,2,1,185.896409018,184.889132551,1.68400946165
N_Cluster_0483,2D PEAK CLUSTER,2,1,186.013548782,185.006272315,2.09313974416
N_Cluster_0484,2D PEAK CLUSTER,2,1,186.049985881,185.042709414,3.39205195887
N_Cluster_0485,2D PEAK CLUSTER,2,1,186.088722218,185.081445751,6.28303568391
N_Cluster_0486,2D PEAK CLUSTER,2,1,186.125191124,185.117914657,6.55754110064
N_Cluster_0487,2D PEAK CLUSTER,2,1,188.031445217,187.024168750,2.86449873227
N_Cluster_0488,2D PEAK CLUSTER,2,1,188.031389252,187.024112786,3.11521050825
N_Cluster_0489,2D PEAK CLUSTER,2,1,188.046938866,187.039662399,7.15753955686
N_Cluster_0490,2D PEAK CLUSTER,2,1,188.104372079,187.097095612,5.35112182171
N_Cluster_0491,2D PEAK CLUSTER,2,1,188.115550950,187.108274483,2.64993767421
N_Cluster_0492,2D PEAK CLUSTER,2,1,188.115539598,187.108263132,3.06690558490
N_Cluster_0493,2D PEAK CLUSTER,2,1,188.140799114,187.133522648,6.13297107786
N_Cluster_0494,2D PEAK CLUSTER,2,1,188.140773072,187.133496605,7.89078286329
N_Cluster_0495,2D PEAK CLUSTER,2,1,189.063191331,188.055914864,1.94829347786
N_Cluster_0496,2D PEAK CLUSTER,2,1,189.063335420,188.056058953,3.09986912463
N_Cluster_0497,2D PEAK CLUSTER,2,1,190.036952151,189.029675684,4.47141139648
N_Cluster_0498,2D PEAK CLUSTER,2,1,190.120119158,189.112842691,5.83155062498
N_Cluster_0499,2D PEAK CLUSTER,2,1,190.964080167,189.956803700,1.73816542880
N_Cluster_0500,2D PEAK CLUSTER,2,1,192.026304835,191.019028368,1.48970977788
N_Cluster_0501,2D PEAK CLUSTER,2,1,192.026344687,191.019068221,1.82614371108
N_Cluster_0502,2D PEAK CLUSTER,2,1,192.062689681,191.055413214,3.69234456094
N_Cluster_0503,2D PEAK CLUSTER,2,1,192.062720061,191.055443595,1.32518516622
N_Cluster_0504,2D PEAK CLUSTER,2,1,192.078243473,191.070967007,5.15369307777
N_Cluster_0505,2D PEAK CLUSTER,2,1,193.036839631,192.029563164,4.08612040943
N_Cluster_0506,2D PEAK CLUSTER,2,1,193.073583715,192.066307248,4.36395719236
N_Cluster_0507,2D PEAK CLUSTER,2,1,194.030600116,193.023323650,1.48959648523
N_Cluster_0508,2D PEAK CLUSTER,2,1,194.030558242,193.023281775,1.82619779059
N_Cluster_0509,2D PEAK CLUSTER,2,1,194.057363732,193.050087266,4.93680847826
N_Cluster_0510,2D PEAK CLUSTER,2,1,195.052651622,194.045375155,4.58670525640
N_Cluster_0511,2D PEAK CLUSTER,2,1,195.089149313,194.081872847,8.53378506309
N_Cluster_0512,2D PEAK CLUSTER,2,1,195.997762852,194.990486385,2.42904089986
N_Cluster_0513,2D PEAK CLUSTER,2,1,196.051765444,195.044488978,1.23443806379
N_Cluster_0514,2D PEAK CLUSTER,2,1,196.057718679,195.050442212,1.23494079595
N_Cluster_0515,2D PEAK CLUSTER,2,1,196.070797746,195.063521279,4.68070092028
N_Cluster_0516,2D PEAK CLUSTER,2,1,196.145785179,195.138508712,7.22062855295
N_Cluster_0517,2D PEAK CLUSTER,2,1,196.145983592,195.138707125,8.14607238789
N_Cluster_0518,2D PEAK CLUSTER,2,1,196.145827049,195.138550582,8.34967911050
N_Cluster_0519,2D PEAK CLUSTER,2,1,196.145786006,195.138509539,8.50580293400
N_Cluster_0520,2D PEAK CLUSTER,2,1,196.145718936,195.138442469,7.76248272008
N_Cluster_0521,2D PEAK CLUSTER,2,1,197.032078459,196.024801992,5.68639139448
N_Cluster_0522,2D PEAK CLUSTER,2,1,197.068442618,196.061166151,4.05962896121
N_Cluster_0523,2D PEAK CLUSTER,2,1,198.049899757,197.042623290,3.82857629473
N_Cluster_0524,2D PEAK CLUSTER,2,1,198.052465216,197.045188750,4.27837509339
N_Cluster_0525,2D PEAK CLUSTER,2,1,199.081698309,198.074421842,2.25707177595
N_Cluster_0526,2D PEAK CLUSTER,2,1,199.084089744,198.076813277,4.12874969952
N_Cluster_0527,2D PEAK CLUSTER,2,1,200.050244928,199.042968462,5.17226844261
N_Cluster_0528,2D PEAK CLUSTER,2,1,200.065736698,199.058460231,4.36612623220
N_Cluster_0529,2D PEAK CLUSTER,2,1,200.065740295,199.058463829,4.46955963200
N_Cluster_0530,2D PEAK CLUSTER,2,1,200.104546285,199.097269818,5.11368365508
N_Cluster_0531,2D PEAK CLUSTER,2,1,200.140813911,199.133537444,6.39264518542
N_Cluster_0532,2D PEAK CLUSTER,2,1,200.140898800,199.133622333,7.23577824759
N_Cluster_0533,2D PEAK CLUSTER,2,1,201.136185848,200.128909381,5.73093786360
N_Cluster_0534,2D PEAK CLUSTER,2,1,202.120236828,201.112960361,5.96108194188
N_Cluster_0535,2D PEAK CLUSTER,2,1,202.131293882,201.124017415,3.21415196712
N_Cluster_0536,2D PEAK CLUSTER,2,1,202.156658593,201.149382126,6.57673202738
N_Cluster_0537,2D PEAK CLUSTER,2,1,202.156568114,201.149291647,7.08528391985
N_Cluster_0538,2D PEAK CLUSTER,2,1,202.156504534,201.149228067,7.19572372265
N_Cluster_0539,2D PEAK CLUSTER,2,1,202.156590880,201.149314413,8.52428557936
N_Cluster_0540,2D PEAK CLUSTER,2,1,203.046232715,202.038956249,1.74071188557
N_Cluster_0541,2D PEAK CLUSTER,2,1,203.079028181,202.071751714,3.89524386673
N_Cluster_0542,2D PEAK CLUSTER,2,1,203.115463619,202.108187152,4.71711246466
N_Cluster_0543,2D PEAK CLUSTER,2,1,204.026442931,203.019166465,1.44902540542
N_Cluster_0544,2D PEAK CLUSTER,2,1,204.026501897,203.019225430,1.76942977578
N_Cluster_0545,2D PEAK CLUSTER,3,1,204.089452489,203.082176022,3.51903561757
N_Cluster_0546,2D PEAK CLUSTER,2,1,204.089633841,203.082357374,4.91403012547
N_Cluster_0547,2D PEAK CLUSTER,2,1,204.118992201,203.111715734,7.00815032943
N_Cluster_0548,2D PEAK CLUSTER,2,1,205.073635633,204.066359166,5.03534683844
N_Cluster_0549,2D PEAK CLUSTER,2,1,206.018697059,205.011420592,5.84637013856
N_Cluster_0550,2D PEAK CLUSTER,2,1,206.042320606,205.035044140,1.94820717655
N_Cluster_0551,2D PEAK CLUSTER,2,1,206.105366388,205.098089922,2.74938345985
N_Cluster_0552,2D PEAK CLUSTER,2,1,206.130248848,205.122972381,7.76249902015
N_Cluster_0553,2D PEAK CLUSTER,2,1,207.089216575,206.081940109,4.67854459033
N_Cluster_0554,2D PEAK CLUSTER,2,1,207.089339244,206.082062777,4.87839357455
N_Cluster_0555,2D PEAK CLUSTER,2,1,208.019197052,207.011920585,4.53900979771
N_Cluster_0556,2D PEAK CLUSTER,2,1,208.019137761,207.011861295,4.75488646281
N_Cluster_0557,2D PEAK CLUSTER,2,1,210.073603327,209.066326861,1.36087279597
N_Cluster_0558,2D PEAK CLUSTER,2,1,210.086562370,209.079285903,5.35117264584
N_Cluster_0559,2D PEAK CLUSTER,2,1,210.125416756,209.118140289,6.60341644841
N_Cluster_0560,2D PEAK CLUSTER,2,1,210.125338667,209.118062200,5.78224595006
N_Cluster_0561,2D PEAK CLUSTER,2,1,210.161737006,209.154460539,7.57572039097
N_Cluster_0562,2D PEAK CLUSTER,2,1,212.008343838,211.001067371,1.34015283010
N_Cluster_0563,2D PEAK CLUSTER,2,1,212.140921177,211.133644710,7.13898290329
N_Cluster_0564,2D PEAK CLUSTER,2,1,213.099914838,212.092638371,4.47481283464
N_Cluster_0565,2D PEAK CLUSTER,2,1,213.099930741,212.092654274,5.60077226362
N_Cluster_0566,2D PEAK CLUSTER,2,1,214.022278358,213.015001891,6.67640503913
N_Cluster_0567,2D PEAK CLUSTER,2,1,214.156521725,213.149245258,7.00739103672
N_Cluster_0568,2D PEAK CLUSTER,2,1,214.156721220,213.149444753,7.13607415078
N_Cluster_0569,2D PEAK CLUSTER,2,1,216.039646147,215.032369680,1.23993332264
N_Cluster_0570,2D PEAK CLUSTER,2,1,216.089562244,215.082285777,4.10608580889
N_Cluster_0571,2D PEAK CLUSTER,2,1,216.099626082,215.092349615,4.83617439333
N_Cluster_0572,2D PEAK CLUSTER,2,1,216.099606494,215.092330027,4.17555700838
N_Cluster_0573,2D PEAK CLUSTER,2,1,216.136090980,215.128814513,6.32512166154
N_Cluster_0574,2D PEAK CLUSTER,2,1,216.136068804,215.128792337,6.53504061121
N_Cluster_0575,2D PEAK CLUSTER,2,1,216.136068664,215.128792197,5.50262998315
N_Cluster_0576,2D PEAK CLUSTER,2,1,216.172378622,215.165102156,7.31781388747
N_Cluster_0577,2D PEAK CLUSTER,2,1,216.998680273,215.991403806,1.20112499235
N_Cluster_0578,2D PEAK CLUSTER,2,1,218.036942966,217.029666499,1.23982008804
N_Cluster_0579,2D PEAK CLUSTER,2,1,218.055413320,217.048136853,1.23808299265
N_Cluster_0580,2D PEAK CLUSTER,2,1,218.115221548,217.107945082,4.88166237836
N_Cluster_0581,2D PEAK CLUSTER,2,1,218.126362269,217.119085802,3.10077432003
N_Cluster_0582,2D PEAK CLUSTER,2,1,219.074180339,218.066903872,2.14832813274
N_Cluster_0583,2D PEAK CLUSTER,2,1,219.110622536,218.103346069,2.97039994118
N_Cluster_0584,2D PEAK CLUSTER,2,1,220.052326304,219.045049837,1.23813876019
